bus_stop_id	service_names	service_count
1111	54	1
1112	54	1
1113	54	1
1114	54	1
1115	54	1
1116	54	1
1121	16, 20, 22, 23, 54, 61	6
1122	16, 20, 22, 23, 54, 61	6
1123	22, 61	2
1124	22, 61	2
1125	16, 17, 20, 22, 23, 54, 61	7
1126	16, 17, 20, 22, 23, 54, 61	7
1127	54	1
1128	54	1
1129	54	1
1130	22, 61	2
1131	22, 61	2
1132	16, 20, 23, 54	4
1133	16, 20, 23	3
1134	22, 61	2
1135	22, 61	2
1138	22, 61	2
1139	22, 61	2
1144	16, 20, 23, 54	4
1145	16, 20, 23	3
1146	54	1
1148	16, 20, 23	3
1149	16, 20, 23	3
1152	16, 20, 23	3
1153	16, 20, 23	3
1154	16, 20, 23	3
1155	16, 20, 23	3
1156	16, 20, 23	3
1157	16, 20, 23	3
1160	19, 20, 23, 38, 40	5
1161	19, 20, 23, 38, 40	5
1162	19, 20, 23, 38, 40	5
1163	19, 20, 23, 38, 40	5
1164	19, 20, 23, 38, 40	5
1165	19, 20, 23, 38, 40	5
1166	19, 20, 23, 38, 40	5
1167	19, 20, 23, 38, 40	5
1168	11, 22	2
1169	11, 22	2
1170	21, 39, 41	3
1171	21, 39, 41	3
1172	11, 22	2
1173	11, 22	2
1174	21, 39, 41	3
1175	21, 39, 41	3
1176	21, 39, 41	3
1177	21, 39, 41	3
1178	11, 22	2
1179	21, 39, 41	3
1180	21, 39, 41	3
1181	21, 39, 41	3
1182	21, 39, 41	3
1183	19, 20, 23, 38, 40	5
1184	19, 20, 23, 38, 40	5
1185	11, 22	2
1186	30, 35, 37, 61	4
1187	30, 35, 37, 61	4
1188	30, 35, 37, 61	4
1189	30, 35, 37, 61	4
1190	30, 35, 37, 61	4
1191	30, 35, 37, 61	4
1192	20, 23, 40	3
1193	20, 40	2
1194	16, 19, 61	3
1195	15, 16, 19, 61	4
1196	19, 20, 23, 40	4
1197	19, 20, 23, 40	4
1198	11, 22	2
1199	11, 22	2
1200	19, 20, 23, 40	4
1201	19, 20, 23, 40	4
1202	11, 22	2
1203	11, 22	2
1204	11, 22	2
1205	11, 22	2
1206	11, 22	2
1207	16, 19, 61	3
1208	15, 16, 19, 61	4
1211	21, 39, 41	3
1212	21, 39, 41	3
1216	16, 19, 61	3
1217	21, 39, 41	3
1218	21, 39, 41	3
1219	21, 39, 41	3
1220	15, 16, 19, 61	4
1221	15, 16, 19, 61	4
1222	21, 39, 41	3
1223	21, 39, 41	3
1224	16, 19, 61	3
1225	15, 16, 19, 61	4
1228	30, 35, 37, 61	4
1229	30, 35, 37, 61	4
1233	30, 35, 37, 61	4
1234	30, 35, 37, 61	4
1235	30, 35, 37, 61	4
1236	28, 36	2
1237	10, 30, 2006	3
1238	10, 28, 30, 36, 6	5
1239	10, 28, 30, 36, 6	5
1240	10, 28, 30, 36, 6	5
1241	28	1
1242	28, 36	2
1245	28	1
1246	14, 28, 36, 38	4
1247	10, 30, 32, 6	4
1248	10, 30, 2006	3
1249	10, 30, 2006	3
1250	21, 39, 41	3
1251	15, 21, 39, 41	4
1252	21, 39, 41	3
1253	15, 21, 39, 41	4
1254	15, 16, 19, 61	4
1255	15, 16, 19, 61	4
1256	15, 16, 19, 61	4
1257	15, 16, 19, 61	4
1258	35, 37	2
1259	35, 37, 6	3
1260	35, 37	2
1261	35, 37, 6	3
1262	30	1
1265	15, 16, 19, 30, 6	5
1266	15, 16, 19, 61	4
1267	15, 16, 19, 6, 61	5
1268	35, 37	2
1269	35, 37, 6	3
1270	15, 16, 19, 61	4
1271	15, 16, 19, 6, 61	5
1272	18, 32, 42	3
1273	18, 32, 42	3
1274	10, 15, 16, 19, 28, 36	6
1275	10, 15, 16, 19, 28, 36	6
1276	18, 32, 42	3
1277	18, 32, 42	3
1278	18, 32, 42	3
1279	18, 32, 42	3
1280	10, 15, 16, 19, 28, 36	6
1281	10, 15, 16, 19, 28, 36	6
1282	18, 32, 42	3
1283	18, 32, 42	3
1284	21	1
1286	18, 32, 42	3
1287	18, 32, 42	3
1288	18, 32, 42	3
1289	18, 32, 42	3
1290	27	1
1291	27	1
1292	27	1
1293	27	1
1294	35, 37	2
1295	35, 37, 6	3
1296	35, 37	2
1297	35, 37	2
1298	35, 37	2
1299	35, 37, 6	3
1300	35, 37	2
1301	35, 37, 6	3
1302	40, 61	2
1303	15, 40, 61	3
1304	15, 40, 61	3
1305	40, 61	2
1306	40, 61	2
1307	15, 40, 61	3
1308	40, 61	2
1309	15, 40, 61	3
1310	21, 39, 41	3
1311	15, 21, 39, 41	4
1312	21, 39, 41	3
1313	15, 21, 39, 41	4
1314	40, 61	2
1315	15, 40, 61	3
1316	11, 22	2
1317	11, 22	2
1320	22	1
1321	15, 22	2
1322	22, 61	2
1323	22, 61	2
1324	22	1
1325	15, 22	2
1326	40	1
1327	40	1
1328	40	1
1329	40, 61	2
1330	15, 40, 61	3
1331	22	1
1332	22	1
1333	40	1
1334	40	1
1335	40	1
1336	40	1
1339	11, 41	2
1340	11, 41	2
1341	21, 39, 41	3
1342	15, 21, 39, 41	4
1345	21, 22, 39	3
1346	15, 21, 39	3
1347	21, 39	2
1348	21, 39	2
1349	21, 39	2
1350	21, 39	2
1351	11, 41	2
1352	11, 41	2
1353	11, 41	2
1354	11, 41	2
1355	21, 39, 40	3
1356	21, 39, 40	3
1357	40	1
1358	40	1
1359	21	1
1360	21	1
1361	21, 39	2
1362	21, 39	2
1363	21, 39, 40	3
1364	21, 39, 40	3
1365	21, 39	2
1366	21, 39	2
1367	21, 39	2
1368	21, 39	2
1369	21, 39	2
1370	21, 39	2
1371	11, 35, 37, 41	4
1372	11, 35, 37, 41	4
1373	11, 35, 37, 41	4
1374	11, 35, 37, 41	4
1375	17, 21	2
1376	17, 21	2
1377	21, 39, 40	3
1378	21, 39, 40	3
1379	21, 39, 40	3
1380	21, 39, 40	3
1381	21, 39, 40	3
1382	21, 39, 40	3
1383	21, 39, 40	3
1384	21, 39, 40	3
1385	17, 42, 44	3
1386	17, 42, 44	3
1387	17, 42, 44	3
1388	17, 42, 44	3
1389	17, 42, 44	3
1390	17, 42, 44	3
1391	17, 42, 44	3
1392	17, 42, 44	3
1393	11, 35, 37, 41	4
1394	11, 35, 37, 41	4
1395	17, 35, 42, 44	4
1396	17, 35, 42	3
1397	11, 35, 37, 41	4
1398	11, 37, 41	3
1399	11, 35, 37, 41	4
1400	11, 35, 37, 41	4
1401	11, 17, 18, 32, 35, 42	6
1402	11, 17, 18, 32, 35, 42	6
1403	11, 17, 35, 42	4
1404	11, 17, 35, 42	4
1405	37, 41, 44	3
1406	37, 41, 44	3
1407	37, 41, 44	3
1408	37, 41, 44	3
1409	37, 41, 44	3
1410	37, 41, 44	3
1411	37, 41, 44	3
1412	37, 41, 44	3
1413	37, 41, 44	3
1414	37, 41, 44	3
1415	35, 36	2
1416	35, 36	2
1417	17, 18, 32, 36, 42	5
1418	17, 18, 32, 35, 42	5
1419	35, 36	2
1420	35, 36	2
1421	35, 36	2
1422	35, 36	2
1423	35, 36	2
1424	35, 36	2
1425	35, 36	2
1426	37, 41, 44	3
1427	37, 41, 44	3
1428	35, 36	2
1429	35, 36	2
1432	35, 36	2
1433	35, 36	2
1438	37, 41, 44	3
1439	37, 41, 44	3
1440	35, 36	2
1441	35, 36	2
1442	37, 41, 44	3
1443	37, 41, 44	3
1444	37, 41, 44	3
1445	37, 41, 44	3
1446	37, 41, 44	3
1447	37, 41, 44	3
1448	35, 36	2
1449	35, 36	2
1450	35, 36	2
1451	35, 36	2
1452	35, 36	2
1453	35, 36	2
1454	35, 36	2
1455	35, 36	2
1456	35, 36	2
1457	35, 36	2
1458	35, 36	2
1459	35, 36	2
1460	37, 41, 44	3
1461	37, 41, 44	3
1462	37, 41, 44	3
1463	37, 41, 44	3
1464	35, 36	2
1465	35, 36	2
1466	37, 41, 44	3
1467	37, 41, 44	3
1468	35, 36, 37, 41, 44	5
1469	35, 36, 37, 41, 44	5
1470	35, 36	2
1471	35, 36	2
1472	37, 41, 44	3
1473	37, 41, 44	3
1474	37, 41, 44	3
1475	37, 41, 44	3
1476	35, 36	2
1477	35, 36	2
1478	35, 36	2
1479	35, 36	2
1480	35, 36	2
1481	35, 36	2
1482	35, 36	2
1483	35, 36	2
1484	37, 41, 44	3
1485	37, 41, 44	3
1486	36, 37, 41, 55	4
1487	36, 37, 41, 55	4
1488	39, 44	2
1489	39, 44	2
1490	39, 44	2
1491	39, 44	2
1492	39, 44	2
1493	39, 44	2
1494	39, 44	2
1495	39, 44	2
1496	39, 44	2
1497	39, 44	2
1498	39, 44	2
1499	39, 44	2
1502	17, 21, 40	3
1503	17, 21, 40	3
1506	39, 42, 44	3
1507	39, 42, 44	3
1508	39, 42, 44	3
1509	39, 42, 44	3
1510	39, 42, 44	3
1511	39, 42, 44	3
1512	39, 42, 44	3
1513	39, 42, 44	3
1514	39, 42, 44	3
1515	39, 42, 44	3
1516	39, 44	2
1517	39, 44	2
1518	39, 42, 44	3
1519	39, 42, 44	3
1522	42	1
1523	42	1
1530	40	1
1531	40	1
1534	40	1
1535	40	1
1536	40	1
1537	40	1
1538	40	1
1539	40	1
1540	40	1
1541	40	1
1542	40	1
1543	40	1
1554	40	1
1555	40	1
1556	40, 42	2
1557	40, 42	2
1558	40, 42	2
1559	40, 42	2
1560	42	1
1561	42	1
1562	40, 42	2
1563	40, 42	2
1564	40, 42	2
1565	40, 42	2
1566	40, 42	2
1567	40, 42	2
1568	42	1
1569	42	1
1570	40, 42	2
1571	40, 42	2
1572	40, 42	2
1573	40, 42	2
1574	40, 42	2
1575	40, 42	2
1576	40, 42	2
1577	40, 42	2
1578	40, 42	2
1579	40, 42	2
1580	40, 42	2
1581	40, 42	2
1582	40, 42	2
1583	40, 42	2
1584	40, 42	2
1585	40, 42	2
1586	39, 40, 42, 43, 44	5
1587	39, 40, 42, 43, 44	5
1588	40, 42	2
1589	40, 42	2
1590	40, 42	2
1591	40, 42	2
1592	40, 42	2
1593	40, 42	2
1594	39, 44	2
1595	39, 44	2
1596	39, 44	2
1597	39, 43, 44	3
1598	39, 43, 44	3
1599	39, 44	2
1600	39, 44	2
1601	39, 43, 44	3
1602	39, 43, 44	3
1603	16	1
1604	17, 19	2
1605	17, 19	2
1606	16, 17, 19	3
1607	16, 17, 19	3
1610	34, 8	2
1611	34, 8	2
1612	2, 24, 25	3
1613	2, 24, 25	3
1616	1, 46	2
1617	1, 46	2
1618	31, 33, 34	3
1619	31, 33, 34	3
1621	32	1
1622	32	1
1623	32	1
1624	32	1
1625	32	1
1626	32	1
1627	32	1
1628	32	1
1629	31, 32, 33, 34	4
1630	31, 32, 33, 34	4
1631	31, 32, 33, 34	4
1632	31, 32, 33, 34	4
1633	31, 32, 33, 34	4
1634	31, 32, 33, 34	4
1637	31, 34	2
1638	31, 34	2
1639	31, 34	2
1640	31, 34	2
1641	31, 34	2
1642	31, 34	2
1643	31, 32, 33, 34	4
1644	36, 37, 41, 55	4
1645	36, 37, 41, 55	4
1646	55	1
1647	55	1
1648	55	1
1649	55	1
1650	55	1
1651	55	1
1652	55	1
1653	55	1
1654	55	1
1655	55	1
1656	55	1
1657	55	1
1658	55	1
1659	55	1
1660	55	1
1661	55	1
1662	55	1
1663	55	1
1664	55	1
1665	55	1
1666	55	1
1667	55	1
1668	55	1
1669	55	1
1670	55	1
1671	55	1
1672	55	1
1673	55	1
1674	55	1
1675	55	1
1676	55	1
1677	55	1
1678	55	1
1679	55	1
1680	55	1
1681	55	1
1682	55	1
1683	55	1
1684	55	1
1685	55	1
1686	55	1
1687	55	1
1690	55	1
1691	55	1
1692	55	1
1693	55	1
1694	55	1
1695	55	1
1696	55	1
1697	55	1
1698	43, 55	2
1699	43, 55	2
1700	43, 55	2
1701	43, 55	2
1702	55	1
1703	55	1
1704	55	1
1705	55	1
1706	55	1
1707	55	1
1708	55	1
1709	55	1
1710	55	1
1711	55	1
1712	55	1
1713	55	1
1714	55	1
1715	55	1
1716	55	1
1717	55	1
1718	55	1
1719	55	1
1720	55	1
1721	55	1
1722	55	1
1723	55	1
1724	55	1
1725	55	1
1726	55	1
1727	55	1
1728	55	1
1729	55	1
1730	55	1
1731	55	1
1733	55	1
1734	55	1
1735	55	1
1736	55	1
1737	55	1
1738	55	1
1739	55	1
1740	55	1
1741	55	1
1742	55	1
1743	55	1
1744	55	1
1745	55	1
1746	55	1
1747	55	1
1748	55	1
1749	55	1
1750	55	1
1751	55	1
1752	55	1
1753	55	1
1754	55	1
1755	55	1
1756	55	1
1757	55	1
1758	55	1
1759	55	1
1760	55	1
1761	55	1
1762	55	1
1763	55	1
1764	55	1
1765	55	1
1766	55	1
1767	55	1
1768	55	1
1769	55	1
1770	55	1
1771	55	1
1772	55	1
1773	55	1
1774	55	1
1775	55	1
1776	55	1
1777	55	1
1778	55	1
1779	55	1
1780	55	1
1781	55	1
1782	55	1
1783	55	1
1784	55	1
1785	55	1
1786	55	1
1787	55	1
1788	55	1
1789	55	1
1790	55	1
1791	55	1
1792	55	1
1793	55	1
1794	55	1
1795	55	1
1796	55	1
1797	55	1
1798	55	1
1799	32	1
1800	32	1
1801	32	1
1802	32	1
1803	32	1
1804	32	1
1805	32	1
1806	32	1
1807	32	1
1808	32	1
1809	32	1
1810	31, 32, 33, 34	4
1811	31, 32, 33, 34	4
1812	31, 32, 33, 34	4
1813	31, 32, 33, 34	4
1814	56	1
1815	10, 30, 2006	3
1816	10, 30, 2006	3
1817	10, 28, 30, 36, 6	5
1818	10, 28, 30, 36, 6	5
1819	15, 16, 19, 30, 6	5
1820	15, 16, 19, 30, 6	5
1821	10, 15, 16, 19, 28, 36	6
1822	10, 2, 28	3
1823	16, 18, 19, 2, 32, 36	6
1824	31, 33, 34	3
1825	31, 33, 34	3
1826	33	1
1827	33	1
1828	33	1
1829	33	1
1830	33	1
1831	33	1
1832	33	1
1833	33	1
1834	33	1
1835	33	1
1836	33	1
1837	33	1
1838	33	1
1839	33	1
1840	33	1
1841	33	1
1842	33	1
1843	33	1
1844	33	1
1845	33	1
1846	33	1
1847	33	1
1848	33	1
1849	33	1
1850	33	1
1851	33	1
1852	33	1
1853	33	1
1854	33	1
1855	33	1
1856	33	1
1857	33	1
1858	33	1
1859	33	1
1860	33	1
1861	33	1
1862	33	1
1863	33	1
1864	33	1
1865	33	1
1866	33	1
1867	33	1
1868	33	1
1869	33	1
1870	33	1
1871	33	1
1872	33	1
1873	33	1
1874	33	1
1875	33	1
1876	33	1
1877	33	1
1878	33	1
1879	33	1
1880	34	1
1881	34	1
1882	34	1
1883	34	1
1884	34	1
1885	34	1
1886	34	1
1887	34	1
1888	34	1
1889	34	1
1890	34	1
1891	34	1
1892	34	1
1893	34	1
1894	34	1
1895	34	1
1896	34	1
1897	34	1
1898	34	1
1899	34	1
1900	34	1
1901	34	1
1902	34	1
1903	34	1
1904	34	1
1905	34	1
1906	34	1
1907	34	1
1908	34	1
1909	34	1
1910	34	1
1911	34	1
1912	34	1
1913	34	1
1914	34	1
1915	34	1
1916	34	1
1917	34	1
1918	34	1
1919	34	1
1920	34	1
1921	34	1
1922	34	1
1923	34	1
1926	34	1
1927	34	1
1928	34	1
1929	34	1
1930	34	1
1931	34	1
1932	34	1
1933	34	1
1934	34	1
1935	34	1
1936	34	1
1937	34	1
1938	34	1
1939	34	1
1940	34	1
1941	34	1
1942	34	1
1943	34	1
1944	34	1
1945	34	1
1946	34	1
1947	34	1
1948	34	1
1949	34	1
1950	34	1
1951	34	1
1952	34	1
1953	34	1
1954	34	1
1955	34	1
1956	34	1
1957	34	1
1958	34	1
1959	34	1
1960	34	1
1961	34	1
1962	34	1
1963	34	1
1964	34	1
1965	34	1
1966	34	1
1967	34	1
1968	34	1
1969	34	1
1970	35, 44	2
1971	35, 44	2
1972	44	1
1973	44	1
1974	44	1
1975	44	1
1976	44	1
1977	44	1
1978	44	1
1979	44	1
1980	44	1
1981	44	1
1982	44	1
1983	44	1
1984	44	1
1985	44	1
1986	44	1
1987	44	1
1988	44	1
1989	44	1
1990	44	1
1991	44	1
1992	44	1
1993	44	1
1994	44	1
1995	44	1
1996	44	1
1997	44	1
1998	44	1
1999	44	1
2000	44	1
2001	44	1
2002	44	1
2003	44	1
2004	44	1
2005	44	1
2006	44	1
2007	44	1
2008	44	1
2009	44	1
2010	1, 44, 45	3
2011	1, 44, 45	3
2012	1, 44, 45	3
2013	1, 44, 45	3
2014	45	1
2015	45	1
2016	45	1
2017	45	1
2018	45	1
2019	45	1
2020	45	1
2021	45	1
2022	45	1
2023	45	1
2024	45	1
2025	45	1
2026	45	1
2027	45	1
2028	45	1
2029	45	1
2030	45	1
2031	45	1
2032	45	1
2033	45	1
2034	45	1
2035	45	1
2036	45	1
2037	45	1
2038	45	1
2039	45	1
2040	45	1
2041	45	1
2042	45	1
2043	45	1
2044	45	1
2045	45	1
2046	45	1
2047	45	1
2048	45	1
2049	45	1
2050	45	1
2051	45	1
2052	45	1
2053	45	1
2054	45	1
2055	45	1
2056	45	1
2057	45	1
2058	45	1
2059	45	1
2060	45	1
2061	45	1
2062	45	1
2063	45	1
2064	45	1
2065	45	1
2066	45	1
2067	45	1
2068	45	1
2069	45	1
2070	45	1
2071	45	1
2072	45	1
2073	45	1
2074	45	1
2075	45	1
2076	45	1
2077	45	1
2078	45	1
2079	45	1
2080	45	1
2081	45	1
2082	34	1
2083	34	1
2084	1, 46	2
2085	1, 46	2
2086	1, 46	2
2087	1, 46	2
2088	1, 46	2
2089	1, 46	2
2090	1, 46	2
2091	1, 46	2
2092	1, 46	2
2093	1, 46	2
2094	1, 46	2
2095	1, 46	2
2096	1, 46	2
2097	1, 46	2
2098	1, 46	2
2099	1, 46	2
2100	1, 46	2
2101	1, 46	2
2102	1, 46	2
2103	1, 46	2
2104	1, 46	2
2105	1, 46	2
2106	1, 46	2
2107	1, 46	2
2108	1, 46	2
2109	1, 46	2
2110	1, 46	2
2111	1, 46	2
2112	1, 46	2
2113	1, 46	2
2114	1, 46	2
2115	1, 46	2
2116	1, 46	2
2117	27	1
2118	33	1
2119	33	1
2120	21, 22	2
2121	21, 22	2
2122	25, 26, 28, 29, 30	5
2123	25, 26, 28, 29, 30	5
2124	14, 26, 27, 29, 38, 42, 6	7
2125	10, 30, 32, 6	4
2126	14, 26, 27, 42, 6	5
2127	14, 26, 27	3
2128	14, 26, 27	3
2129	14, 26, 27	3
2130	29, 38	2
2131	10, 18, 32	3
2132	10, 18, 32	3
2134	2, 3, 2006	3
2135	2, 3	2
2136	3	1
2137	2, 7	2
2138	3, 6, 60, 7	4
2139	4, 8	2
2140	4, 60, 8	3
2141	2, 4, 2005	3
2143	60, 8, 9	3
2144	60, 8, 9	3
2145	5	1
2146	14, 26, 27	3
2147	5	1
2154	7	1
2155	7	1
2158	42, 60	2
2159	32, 33, 34, 5, 8, 9	6
2160	1, 24, 3, 7	4
2161	24, 3, 7	3
2162	42	1
2163	42	1
2164	42	1
2165	42	1
2174	12, 29, 38	3
2175	12, 29, 38	3
2177	12, 20, 29, 59	4
2181	15, 2	2
2188	16	1
2189	16	1
2190	16	1
2193	30, 35, 37, 61	4
2194	14, 38	2
2195	11, 41	2
2196	11, 41	2
2197	11, 22	2
2198	11, 22	2
2199	11, 22	2
2200	15, 16, 19, 61	4
2201	40	1
2206	35, 36, 37, 41, 44	5
2207	35, 36, 37, 41, 44	5
2208	16	1
2209	16	1
2212	17, 19	2
2213	17, 19	2
2214	17, 19	2
2215	17, 19	2
2216	7	1
2218	58	1
2219	31, 34, 4	3
2220	31, 34, 4	3
2221	31, 56, 58	3
2222	16, 20, 23	3
2223	16, 20, 23, 54	4
2224	16, 20, 23	3
2225	16, 20, 23	3
2228	22, 61	2
2229	22, 54, 61	3
2230	54	1
2231	17, 22	2
2232	17, 22	2
2233	17, 22, 54	3
2234	17, 22, 54	3
2235	17, 22	2
2236	17, 22	2
2237	17, 22	2
2238	17, 22	2
2245	17, 21	2
2246	17, 21	2
2249	39, 44	2
2250	11, 41	2
2251	11, 41	2
2323	14, 38	2
2325	14, 38	2
2327	14, 38	2
2329	14, 38	2
2331	14, 38	2
2333	14, 38	2
2335	14, 38	2
2337	14, 38	2
2339	14, 38	2
2341	14, 38	2
2342	1, 44	2
2343	1, 44	2
2344	1, 46	2
2345	2, 4, 2005	3
2346	2, 24, 25, 29, 30	5
2347	2, 24, 25	3
2348	2, 24, 25	3
2349	2, 24, 25	3
2350	12, 2, 26, 27	4
2351	16, 17, 20, 23, 61	5
2352	12, 18, 30, 6	4
2354	57, 58	2
2355	58	1
2356	58	1
2357	42	1
2358	42	1
2359	15	1
2360	23	1